id,target,ps_ind_01,ps_ind_02_cat,ps_car_11_cat
3346,0,5,1,90
3348,0,1,1,82
3349,0,1,1,9
3352,0,0,1,104
3353,0,3,1,85
3355,0,3,1,83
3358,0,5,2,104
3359,0,0,1,12
3360,0,1,1,28
3362,0,1,1,57
3363,0,0,1,48
3368,0,3,1,104
3369,0,0,2,101
3370,0,0,1,65
3374,0,0,2,80
3375,0,5,1,83
3376,0,0,1,34
3381,0,5,1,75
3383,0,0,2,60
3386,0,1,1,85
3387,0,0,1,103
3388,0,1,1,60
3390,0,3,1,55
3393,0,0,1,44
3395,0,0,1,52
3396,0,7,1,44
3397,0,1,1,7
3400,0,1,1,11
3403,0,7,1,32
3408,0,6,1,13
3412,0,1,1,32
3413,0,1,1,64
3416,0,6,1,37
3420,0,5,1,104
3425,0,5,1,96
3431,0,1,1,32
3432,0,0,1,80
3435,0,5,1,78
3440,0,0,1,40
3441,0,0,2,93
3447,0,1,2,92
3448,0,0,1,104
3450,0,3,1,62
3451,0,3,2,28
3452,0,1,1,14
3453,0,0,1,28
3455,0,1,1,101
3457,0,3,3,64
3460,0,1,4,38
3463,0,5,2,101
3465,0,1,1,103
3466,0,1,2,68
3467,1,1,1,79
3469,0,1,1,94
3471,0,2,1,5
3476,0,5,1,83
3480,0,0,1,65
3481,0,0,1,22
3484,0,4,4,77
3494,0,6,1,92
3495,0,4,1,67
3496,0,0,1,104
3497,1,5,1,61
3500,0,1,1,83
3501,0,7,1,104
3502,0,0,3,93
3503,0,1,3,85
3505,0,2,1,78
3508,0,1,2,83
3511,0,2,1,104
3513,1,4,1,5
3516,0,7,1,3
3519,0,0,1,103
3522,0,4,1,90
3523,0,0,2,27
3525,0,3,2,22
3526,0,1,1,85
3528,0,1,1,67
3531,0,4,1,32
3534,0,0,1,29
3536,0,1,1,5
3543,0,0,1,90
3544,0,2,1,104
3550,0,7,1,70
3552,0,5,1,55
3553,0,0,1,76
3557,0,5,2,26
3565,1,0,2,31
3569,0,1,1,32
3571,0,2,2,104
3572,0,1,1,22
3574,0,4,1,104
3575,0,5,3,34
3577,0,0,2,104
3581,0,5,1,44
3583,0,1,1,104
3585,0,0,1,84
3591,0,0,1,52
3592,0,2,2,82
3594,0,5,1,31
3599,0,5,2,28
3601,0,0,1,27
3602,0,2,1,89
3606,0,3,1,104
3610,1,6,1,64
3614,0,1,2,104
3615,0,0,1,69
3618,1,0,2,60
3619,0,0,1,48
3620,0,0,1,95
3621,0,1,1,65
3622,0,1,1,46
3624,0,0,1,91
3625,0,0,1,48
3626,0,2,1,49
3628,0,0,1,84
3630,0,1,1,46
3632,1,0,3,104
3634,0,4,2,104
3635,0,4,1,13
3636,0,2,3,43
3638,0,3,1,32
3639,0,0,1,43
3643,0,0,2,14
3644,0,6,1,98
3646,0,2,1,104
3659,0,3,1,102
3661,0,4,2,70
3662,0,1,2,87
3667,0,5,1,9
3668,0,4,1,104
3669,0,4,1,10
3671,0,3,1,20
3675,0,6,2,10
3678,0,1,1,64
3681,0,0,1,65
3692,0,3,2,101
3693,0,0,1,99
3695,0,0,2,64
3702,0,1,1,104
3704,0,0,1,12
3707,0,3,1,78
3710,0,1,1,65
3711,0,3,1,64
3712,0,1,1,93
3713,0,2,1,53
3715,0,1,2,83
3716,0,2,3,103
3717,0,1,1,103
3720,0,0,2,84
3721,0,1,1,9
3724,0,0,1,25
3726,0,5,4,2
3727,0,0,2,64
3728,0,1,1,95
3732,0,2,1,89
3735,0,0,2,86
3737,0,5,1,104
3740,0,2,1,99
3741,0,3,1,104
3743,0,2,2,60
3747,0,0,1,80
3748,0,0,1,40
3749,0,0,2,53
3754,1,1,1,92
3759,0,0,1,21
3762,1,2,1,64
3766,0,0,2,29
3767,0,2,1,23
3768,0,0,3,48
3769,0,5,1,58
3776,0,0,1,91
3780,0,1,1,70
3784,0,5,1,87
3787,0,0,1,104
3789,0,0,1,13
3792,0,1,1,16
3796,0,3,1,73
3799,0,0,1,104
3800,0,0,2,65
3803,0,1,2,67
3807,0,4,1,23
3810,0,3,1,24
3812,0,1,1,40
3815,0,1,2,26
3816,0,2,1,39
3818,0,7,1,85
3824,0,1,1,83
3827,0,1,2,103
3828,0,5,1,67
3830,0,5,1,92
3831,0,3,1,104
3832,0,1,1,32
3834,0,3,1,104
3835,0,0,1,46
3836,0,1,3,84
3840,0,1,2,34
3841,0,2,1,28
3844,0,0,1,2
3853,0,0,1,87
3854,0,2,1,4
3855,0,1,1,36
3859,0,1,1,74
3861,0,0,1,103
3862,0,2,2,99
3864,0,4,1,104
3865,0,3,2,103
3868,0,1,2,38
3869,0,1,1,54
3871,0,2,1,86
3872,0,2,1,68
3874,0,0,2,65
3876,0,5,1,53
3877,0,1,2,28
3878,0,4,3,83
3880,0,3,1,6
3884,0,3,1,51
3887,0,3,1,64
3890,0,2,1,74
3892,0,5,1,83
3893,0,1,1,53
3894,0,1,2,64
3898,0,3,2,39
3900,0,1,1,1
3906,0,4,2,32
3908,0,0,2,36
3911,0,7,2,71
3913,0,1,1,62
3917,0,1,2,52
3920,0,1,1,10
3921,0,0,1,104
3925,0,1,1,104
3929,0,1,1,22
3931,0,4,1,74
3935,0,2,1,24
3939,0,5,1,22
3941,0,0,1,2
3943,0,0,1,104
3949,0,1,1,74
3953,0,5,2,28
3956,0,7,1,83
3958,0,1,2,89
3960,0,5,1,28
3965,0,5,1,74
3967,0,1,1,82
3971,0,0,1,79
3972,0,1,2,52
3973,0,5,1,10
3976,0,3,1,19
3977,0,1,1,82
3979,0,0,2,60
3980,0,0,2,36
3984,0,1,1,104
3985,0,0,1,104
3987,0,0,1,26
3994,0,5,2,55
3995,0,5,1,104
3999,0,0,1,59
4001,0,1,1,101
4002,0,2,4,92
4003,0,3,1,103
4004,0,3,1,5
4009,0,0,1,103
4011,0,0,1,32
4013,0,6,1,104
4015,0,5,1,99
4016,0,4,2,10
4017,0,2,2,101
4019,0,0,2,99
4020,1,1,1,29
4027,0,3,2,27
4028,0,6,1,62
4030,0,0,1,11
4032,0,2,2,39
4035,0,0,1,42
4036,0,2,1,104
4041,0,5,1,19
4042,0,3,1,104
4044,0,1,2,68
4054,0,0,1,87
4057,0,2,1,65
4059,0,0,1,99
4061,0,0,1,7
4065,0,6,1,104
4066,0,6,1,17
4068,0,7,1,104
4070,1,0,1,87
4071,0,6,2,47
4075,0,1,2,5
4077,0,3,1,55
4081,0,5,1,65
4082,0,0,1,80
4084,0,1,1,50
4085,0,0,1,60
4087,0,1,1,7
4096,0,2,1,85
4100,0,3,3,79
4101,0,0,2,104
4105,0,2,1,83
4107,0,1,1,38
4109,0,1,1,5
4112,0,0,2,60
4113,0,0,2,83
4114,0,3,1,37
4115,0,3,1,41
4118,0,0,2,32
4122,0,0,3,64
4123,1,1,2,16
4127,0,1,1,42
4129,0,1,2,92
4130,0,0,1,50
4135,0,0,2,64
4136,0,3,2,28
4138,0,5,1,56
4141,0,0,1,39
4144,0,3,1,49
4147,0,1,1,7
4149,0,0,1,62
4151,0,3,1,55
4153,0,1,2,39
4154,0,5,1,44
4155,0,1,2,49
4158,0,2,1,85
4159,0,1,1,37
4161,0,4,1,75
4163,0,1,2,60
4165,0,2,1,104
4167,0,6,1,92
4178,0,2,1,103
4182,0,0,1,40
4184,1,4,1,87
4186,0,0,1,104
4190,0,2,1,104
4193,0,1,2,99
4194,0,1,1,95
4196,0,0,1,99
4199,0,3,1,70
4202,0,5,2,104
4205,0,1,2,87
4206,0,0,1,65
4210,0,5,1,78
4211,0,1,1,41
4219,0,1,1,104
4220,0,2,1,39
4223,0,1,2,16
4224,0,0,1,100
4227,0,0,1,104
4228,0,2,3,68
4231,1,0,1,63
4232,0,4,1,64
4237,0,1,1,67
4239,0,0,1,32
4240,0,1,1,64
4241,0,0,1,27
4242,0,0,1,51
4243,0,1,3,16
4245,0,1,1,34
4246,0,1,2,16
4248,0,3,1,1
4250,0,5,2,100
4254,0,0,2,68
4257,1,1,2,27
4259,0,5,1,83
4267,0,1,1,19
4268,0,1,2,65
4273,0,0,1,14
4274,0,2,2,55
4276,0,2,1,22
4281,0,1,1,84
4282,0,0,1,16
4284,0,2,1,38
4290,0,3,1,39
4293,0,1,1,28
4297,0,2,1,78
4298,0,3,2,69
4301,0,0,1,84
4302,0,0,1,104
4307,0,0,1,104
4309,0,0,3,2
4314,0,0,2,103
4315,0,1,2,103
4317,0,5,1,5
4319,0,2,1,32
4320,0,6,1,104
4321,0,0,1,63
4322,0,3,2,39
4324,0,5,1,15
4325,0,0,1,64
4326,0,0,1,70
4327,0,2,2,42
4328,0,3,1,61
4329,0,0,1,32
4331,0,1,3,82
4336,0,4,1,19
4338,1,0,2,103
4340,0,3,1,104
4341,0,3,1,82
4342,0,2,1,41
4345,0,3,2,64
4347,0,0,1,82
4350,0,0,2,34
4353,0,5,1,37
4356,0,1,1,87
4360,0,1,2,60
4363,0,2,1,42
4369,0,6,1,10
4370,0,1,1,95
4372,0,0,1,104
4373,0,3,1,44
4375,0,4,1,88
4376,0,0,1,104
4377,0,2,2,93
4378,0,1,1,101
4381,0,1,1,85
4384,0,5,1,89
4385,0,4,1,67
4388,0,7,4,66
4395,0,7,1,28
4399,0,0,1,64
4403,0,3,1,51
4405,0,0,1,80
4408,0,1,2,64
4409,0,0,1,5
4410,0,0,2,64
4415,0,0,1,29
4417,0,7,2,80
4418,0,1,1,87
4421,0,3,1,10
4423,0,1,1,53
4425,0,0,1,25
4430,0,0,2,64
4433,0,0,3,104
4435,0,1,2,103
4439,0,5,1,104
4440,0,0,3,8
4442,0,4,1,104
4445,0,1,1,40
4446,0,6,2,104
4448,0,6,1,78
4451,0,2,3,41
4453,0,1,1,104
4454,0,0,1,51
4458,0,0,2,21
4464,0,4,1,15
4466,0,0,1,78
4467,0,1,1,28
4468,0,5,1,17
4470,0,4,1,12
4473,0,4,1,99
4480,0,2,2,104
4482,0,0,1,104
4483,0,2,1,40
4484,0,1,1,64
4485,0,0,2,38
4486,0,1,1,103
4490,0,1,1,64
4492,0,0,1,92
4493,0,0,1,40
4495,0,0,1,24
4496,0,5,1,28
4499,1,2,4,28
4500,0,0,1,25
4501,0,1,2,74
4503,0,3,1,26
4505,0,0,1,104
4514,0,3,1,100
4518,0,2,1,26
4519,0,4,1,27
4522,1,1,2,21
4523,0,0,1,31
4527,0,6,1,67
4528,1,5,1,103
4529,0,0,3,87
4530,0,4,1,103
4533,0,4,2,82
4534,0,3,1,27
4536,0,1,1,104
4537,1,1,1,104
4538,0,6,4,85
4539,0,3,1,22
4544,0,2,1,27
4545,1,7,1,55
4546,0,0,2,47
4550,0,2,1,78
4551,0,1,1,102
4554,0,0,1,87
4555,0,0,1,49
4556,0,1,1,104
4558,0,2,1,28
4559,0,2,3,67
4560,0,0,1,12
4561,0,1,1,99
4565,0,1,1,42
4570,0,1,1,28
4572,0,0,1,29
4576,0,4,1,7
4580,0,3,1,104
4583,0,1,1,40
4584,0,5,1,83
4585,0,0,1,80
4587,0,1,1,104
4591,0,1,2,38
4593,0,3,1,104
4601,0,2,1,28
4604,0,3,2,5
4608,0,5,1,104
4618,0,0,1,103
4622,0,1,1,48
4623,0,1,1,84
4624,0,1,1,104
4625,0,0,1,57
4627,0,0,3,103
4632,0,3,3,60
4637,0,0,1,104
4638,0,5,1,104
4639,0,1,1,28
4650,0,4,1,78
4652,0,1,1,104
4654,0,2,3,55
4656,0,0,1,48
4662,0,2,1,64
4663,0,2,1,57
4664,0,0,1,28
4667,1,1,1,5
4669,0,2,1,15
4670,0,4,1,78
4676,0,2,3,60
4677,0,1,1,94
4678,0,1,2,42
4680,0,0,2,103
4681,0,5,1,83
4688,0,0,1,103
4691,0,1,1,99
4693,0,0,1,35
4694,0,3,1,104
4697,0,6,1,104
4701,0,1,1,87
4702,0,1,1,14
4703,0,3,1,103
4707,0,0,2,84
4709,1,3,1,104
4714,0,1,1,68
4721,0,5,1,104
4722,0,0,1,80
4730,0,6,1,22
4731,0,0,1,27
4732,0,6,1,78
4734,1,5,2,16
4735,0,1,1,87
4737,0,0,1,74
4738,0,3,1,65
4739,0,2,1,52
4742,0,4,1,87
4747,0,0,2,44
4751,0,1,1,11
4752,0,3,1,90
4755,0,3,1,103
4759,0,6,1,81
4761,0,3,1,78
4763,0,4,1,15
4770,0,4,2,42
4771,0,5,1,90
4774,0,0,1,77
4775,0,2,1,49
4780,0,0,2,88
4782,0,1,1,103
4784,0,0,1,104
4794,0,2,2,28
4795,0,5,1,2
4796,0,1,2,104
4800,0,1,1,43
4803,0,0,2,34
4804,0,1,1,27
4805,0,2,2,69
4808,0,0,1,70
4809,0,1,1,71
4811,0,1,2,16
4812,0,1,2,99
4814,0,2,1,51
4823,0,7,1,89
4825,0,4,1,90
4827,0,0,2,44
4829,1,5,1,104
4830,0,0,1,49
4832,0,0,2,42
4834,0,2,2,14
4836,1,1,1,29
4838,0,1,1,84
4842,0,1,2,92
4843,0,5,1,104
4844,0,0,1,68
4847,0,2,2,100
4849,0,5,1,99
4851,0,2,3,104
4858,0,6,1,41
4861,0,1,1,32
4864,0,0,2,49
4867,0,0,1,82
4868,0,2,1,64
4875,0,0,1,32
4876,0,0,1,89
4878,0,0,1,6
4879,0,1,1,65
4880,0,0,1,104
4881,0,0,1,85
4884,0,2,1,87
4885,0,0,1,91
4888,0,2,1,89
4889,0,2,2,13
4893,0,0,2,103
4900,0,0,2,83
4901,0,1,2,22
4906,0,1,1,55
4908,0,3,1,68
4909,0,2,2,64
4910,0,7,2,74
4912,0,0,2,87
4913,0,1,4,25
4918,0,2,1,26
4919,0,0,2,46
4920,0,0,2,104
4921,0,0,1,32
4924,0,7,1,104
4926,0,3,1,104
4927,0,5,1,80
4930,0,0,1,64
4932,0,1,2,10
4938,0,5,1,89
4939,0,5,1,96
4940,0,3,1,39
4941,0,0,1,89
4944,0,3,1,82
4947,0,1,1,99
4951,0,3,2,104
4953,0,3,1,49
4954,0,0,1,24
4957,0,1,1,34
4958,0,0,2,60
4964,0,6,1,71
4965,0,2,1,42
4970,0,5,1,104
4973,0,0,1,38
4974,0,1,1,104
4980,0,2,1,104
4981,0,5,1,84
4991,0,3,1,99
4993,0,1,1,48
4995,0,3,1,104
4999,0,1,1,66
5000,0,0,1,83
5003,0,0,1,85
5004,0,2,3,103
5005,0,1,2,86
5006,0,0,1,33
5007,0,7,3,10
5014,0,4,3,19
5016,0,5,1,73
5018,0,0,1,104
5023,1,0,3,104
5024,0,0,1,104
5026,0,2,1,22
5027,0,1,2,19
5031,0,1,2,60
5034,0,3,1,83
5035,0,3,1,64
5036,0,0,1,70
5037,0,0,1,5
5043,0,5,1,5
5050,0,2,2,104
5051,0,2,1,64
5054,0,1,2,19
5055,0,5,1,104
5059,0,5,2,15
5061,0,1,1,14
5065,0,1,2,82
5070,0,0,2,64
5075,0,5,2,104
5079,0,2,1,18
5080,0,0,2,26
5082,0,6,1,92
5085,1,0,1,71
5091,0,1,1,104
5095,0,5,1,104
5097,0,2,1,12
5099,0,2,3,38
5101,0,1,1,10
5102,0,1,3,66
5103,0,2,1,104
5104,0,7,1,35
5109,0,0,1,22
5110,0,5,1,12
5112,0,1,2,60
5116,0,2,1,42
5119,0,0,4,58
5122,0,3,1,27
5123,0,3,1,64
5124,0,4,1,34
5125,0,5,1,75
5126,0,1,1,64
5128,0,1,1,46
5133,0,2,2,103
5135,0,5,1,104
5138,0,0,3,34
5140,0,0,1,67
5149,0,0,1,30
5151,1,0,1,104
5153,0,4,2,83
5156,0,3,1,28
5163,0,0,1,57
5164,0,2,1,82
5165,0,0,1,22
5168,0,5,1,12
5169,0,0,2,12
5173,0,5,1,104
5175,0,4,1,6
5176,0,1,1,65
5182,0,2,1,80
5184,0,1,1,82
5188,0,3,2,87
5194,0,1,2,104
5195,0,0,1,78
5196,0,3,1,67
5200,0,0,3,43
5202,0,2,1,4
5205,0,0,3,7
5209,1,2,1,89
5211,0,1,1,64
5213,0,3,2,103
5214,0,0,1,10
5215,0,5,1,100
5216,0,2,1,80
5217,1,4,1,22
5223,0,0,1,17
5226,0,5,2,60
5230,0,3,1,68
5232,0,0,1,22
5235,0,1,1,38
5240,0,1,1,104
5243,0,0,2,103
5245,0,1,1,62
5246,0,4,1,37
5247,0,2,3,83
5248,0,3,1,50
5249,0,1,1,23
5256,0,1,1,101
5258,0,1,1,32
5260,0,3,3,97
5261,0,0,3,103
5263,0,1,2,67
5265,0,0,1,83
5267,0,5,2,78
5268,0,0,1,104
5271,0,1,1,57
5278,0,3,1,32
5286,0,0,1,45
5288,0,3,1,52
5295,0,3,2,83
5296,0,5,1,5
5301,0,0,1,61
5302,0,4,1,46
5303,0,0,1,82
5304,0,2,2,104
5307,0,1,2,27
5309,0,5,1,64
5312,0,0,2,89
5314,0,2,2,40
5318,0,1,1,31
5319,0,6,1,41
5320,0,4,1,43
5325,0,0,1,94
5327,0,6,1,7
5329,0,2,1,87
5332,0,7,1,89
5333,0,2,1,103
5335,0,0,2,87
5339,0,0,1,22
5340,0,3,4,104
5345,0,0,2,32
5346,0,0,1,104
5349,0,1,1,38
5351,0,5,2,99
5355,0,0,2,43
5356,0,1,3,38
5361,0,1,2,87
5366,0,2,2,48
5367,0,5,1,26
5368,0,1,1,104
5372,0,0,1,10
5378,0,4,1,44
5381,0,0,1,43
5383,1,0,4,61
5386,0,7,1,85
5387,0,2,1,67
5391,0,5,1,82
5394,0,3,1,89
5396,0,0,2,91
5398,0,3,1,102
5403,0,2,1,43
5404,0,0,1,28
5405,0,0,1,47
5407,0,1,1,17
5410,0,5,1,80
5411,0,1,1,103
5414,0,5,1,3
5415,0,5,4,12
5416,0,3,2,88
5421,0,0,2,104
5425,0,0,2,3
5427,0,3,2,82
5428,0,5,1,7
5432,0,4,1,104
5434,0,2,3,100
5435,0,2,2,84
5437,0,0,2,28
5439,0,1,4,37
5441,0,0,1,32
5442,0,7,4,98
5443,0,0,1,31
5445,0,1,2,19
5446,0,1,3,104
5448,0,2,3,104
5449,0,1,1,40
5450,0,4,1,51
5452,0,0,1,104
5455,0,0,2,8
5457,0,4,1,16
5459,0,0,1,44
5460,0,2,2,60
5461,0,1,1,104
5463,0,0,1,43
5464,0,2,1,33
5466,0,1,2,21
5468,0,5,3,32
5470,0,1,1,104
5473,0,5,1,104
5474,0,0,1,103
5477,0,0,1,51
5478,0,3,1,104
5479,0,1,1,104
5481,1,1,2,103
5482,0,1,2,103
5483,0,0,1,90
5487,0,2,1,104
5489,0,3,2,64
5490,0,1,1,104
5493,0,1,1,25
5495,0,0,1,65
5500,0,5,2,25
5501,0,3,1,67
5502,0,7,2,82
5503,0,1,1,65
5509,0,6,1,28
5510,0,4,1,99
5511,0,5,3,6
5512,0,1,1,14
5513,0,0,1,22
5515,0,2,3,47
5517,0,0,1,104
5519,0,0,1,37
5520,0,2,2,89
5522,0,0,1,103
5523,0,3,1,68
5524,0,0,1,1
5526,0,1,2,16
5528,0,1,1,98
5529,0,2,1,13
5531,0,0,1,56
5540,0,0,1,25
5543,1,1,2,19
5544,0,4,1,32
5547,0,1,3,73
5549,0,3,1,89
5550,0,1,2,93
5552,0,0,2,29
5553,0,0,1,72
5556,0,1,2,87
5557,0,0,1,85
5558,0,2,1,46
5560,0,1,1,65
5565,0,4,1,5
5569,0,2,1,4
5571,0,1,1,28
5572,0,5,2,61
5577,0,3,1,6
5578,0,1,1,85
5583,0,3,3,44
5586,0,1,2,69
5593,0,5,1,28
5597,0,1,1,52
5603,0,7,2,31
5606,0,0,1,32
5607,0,3,1,19
5609,0,0,1,55
5610,0,5,1,84
5616,0,2,1,35
5620,0,0,2,50
5623,0,5,2,16
5625,0,2,1,104
5628,0,3,1,68
5631,0,5,1,87
5635,0,2,1,82
5636,0,1,2,34
5637,0,0,2,103
5639,1,1,1,84
5640,0,0,1,2
5641,0,1,1,29
5645,0,2,1,104
5650,0,0,1,64
5653,0,7,1,87
5655,0,6,2,89
5658,0,4,1,104
5672,0,3,1,12
5680,0,3,1,49
5681,0,5,1,90
5683,0,1,2,103
5685,0,4,1,104
5687,0,1,1,101
5688,0,6,2,9
5689,0,0,1,12
5690,0,0,1,89
5693,0,5,3,104
5694,0,0,1,73
5696,0,1,1,24
5698,0,5,1,104
5699,0,1,1,54
5702,0,0,1,104
5703,0,2,4,87
5705,0,7,1,4
5706,0,5,1,53
5708,0,0,1,65
5709,0,0,2,104
5710,1,0,2,36
5713,0,3,1,68
5714,0,1,2,25
5716,1,0,1,25
5718,0,0,4,22
5719,0,4,1,53
5720,0,1,1,99
5721,0,1,1,80
5723,0,1,1,64
5724,0,0,2,44
5726,0,0,1,17
5727,0,1,1,84
5730,0,1,1,87
5731,1,1,1,60
5732,0,3,1,40
5735,0,0,1,76
5736,0,0,1,44
5740,1,1,1,58
5744,0,7,1,28
5745,0,1,1,11
5746,0,1,1,5
5749,0,1,1,73
5750,0,4,1,70
5751,0,1,1,64
5752,0,1,2,104
5753,0,0,1,82
5756,0,0,1,97
5759,0,1,2,82
5766,0,4,1,103
5772,0,1,1,83
5775,0,1,1,78
5781,0,1,1,104
5782,0,0,2,78
5787,0,2,1,32
5788,0,0,1,73
5791,0,4,1,57
5794,0,1,1,104
5796,0,0,1,23
5797,0,0,1,51
5799,0,3,1,10
5800,0,3,1,83
5806,0,0,1,103
5812,0,0,2,32
5818,0,3,1,103
5819,0,3,2,103
5820,0,1,1,82
5821,0,1,1,27
5825,0,0,1,99
5833,0,0,1,49
5837,0,1,1,7
5841,0,3,1,64
5842,0,2,1,55
5845,0,2,1,60
5846,0,1,1,99
5849,0,3,1,66
5851,0,2,1,70
5857,0,1,2,65
5862,0,0,2,38
5866,0,0,2,59
5867,0,0,1,84
5868,0,0,2,88
5872,0,2,1,93
5875,0,3,1,26
5879,0,2,1,32
5883,0,0,3,104
5887,0,5,1,104
5895,0,4,1,55
5896,0,3,1,40
5898,1,0,1,104
5899,0,1,1,65
5901,0,4,3,87
5903,0,4,1,95
5906,0,0,1,104
5909,0,1,1,99
5918,0,1,2,48
5924,0,0,2,92
5925,0,3,2,16
5926,1,3,1,104
5932,0,6,2,104
5934,0,0,2,60
5937,0,0,1,38
5939,0,5,2,100
5940,0,0,1,33
5941,0,6,1,11
5944,0,0,1,104
5945,0,0,1,67
5949,0,3,1,104
5951,0,1,3,58
5954,0,1,1,87
5958,0,7,1,28
5959,0,2,1,104
5966,0,5,1,90
5967,0,3,1,12
5972,0,0,2,75
5981,0,4,2,61
5985,0,1,2,52
5986,0,2,1,103
5994,0,1,1,50
5995,0,3,1,78
5997,0,5,1,17
5998,0,1,1,99
6006,0,1,1,11
6012,0,0,1,104
6014,0,5,1,104
6016,0,0,1,71
6017,0,1,2,89
6019,0,0,1,64
6024,0,0,1,30
6027,0,3,1,104
6032,0,0,2,100
6035,0,0,1,62
6038,0,0,1,11
6045,1,1,2,44
6047,0,1,1,104
6048,0,0,1,1
6049,0,1,1,27
6051,0,1,1,7
6052,0,3,1,3
6053,0,6,1,7
6055,0,0,2,74
6056,0,2,1,84
6058,0,2,1,64
6059,0,2,1,66
6062,0,3,1,16
6063,0,6,1,82
6067,0,2,2,104
6068,0,4,1,60
6075,0,4,1,28
6076,0,3,2,27
6077,0,4,1,104
6081,0,1,1,104
6082,0,1,1,103
6085,0,3,1,32
6086,0,5,1,40
6088,0,1,1,48
6089,0,1,1,82
6092,0,0,1,37
6094,0,2,2,87
6095,1,1,1,70
6097,0,1,1,41
6099,0,5,1,104
6103,0,5,1,103
6104,0,0,1,90
6107,0,0,2,60
6110,0,2,4,103
6111,0,0,1,36
6116,0,4,2,39
6117,0,2,1,95
6118,0,5,1,52
6120,0,3,4,101
6123,0,0,2,16
6126,0,2,1,65
6128,0,6,1,104
6130,0,0,1,67
6134,0,1,2,88
6136,0,2,1,99
6137,0,7,1,104
6140,0,2,1,68
6141,0,2,2,11
6144,0,6,1,58
6149,0,3,2,60
6152,0,4,4,104
6153,0,6,3,39
6154,0,3,1,7
6155,0,1,1,99
6162,0,1,1,104
6165,0,0,1,22
6166,0,3,1,71
6167,1,5,1,17
6170,0,0,1,52
6172,0,0,1,17
6173,0,3,1,90
6174,0,1,2,60
6175,0,6,1,96
6177,0,4,1,11
6178,0,1,1,99
6181,0,5,1,104
6182,0,2,2,96
6186,0,0,1,103
6187,0,0,1,64
6190,0,1,1,53
6192,0,0,1,57
6195,0,2,1,64
6198,0,0,1,69
6200,0,0,3,38
6201,0,0,1,65
6203,0,1,1,34
6205,0,1,1,104
6206,0,1,2,32
6209,0,0,1,79
6216,0,5,1,46
6217,0,2,1,6
6218,0,5,2,49
6223,0,5,3,79
6224,0,2,1,91
6225,0,0,1,64
6227,0,0,1,104
6228,0,3,1,71
6230,0,7,1,13
6234,0,3,2,101
6235,0,1,1,10
6238,0,2,1,67
6240,1,2,1,104
6242,0,0,1,32
6245,0,2,1,104
6250,0,3,1,42
6251,1,3,1,81
6252,0,1,2,104
6253,0,1,1,73
6254,0,5,1,48
6256,0,0,1,80
6259,0,1,1,101
6260,0,5,1,5
6264,0,0,1,104
6265,0,1,1,87
6270,0,0,1,32
6273,0,4,1,104
6281,0,4,1,104
6282,0,2,1,7
6283,0,0,2,65
6284,0,0,2,11
6285,0,1,2,39
6286,0,2,1,18
6292,0,4,1,67
6294,0,3,1,86
6298,0,0,2,39
6299,0,1,1,44
6300,0,2,2,52
6301,0,1,1,34
6305,0,0,1,51
6308,0,0,1,68
6309,0,1,1,28
6311,0,1,1,104
6312,0,1,1,104
6315,0,0,1,1
6318,0,7,1,7
6323,0,0,1,68
6325,0,1,2,92
6327,0,1,1,10
6330,0,5,1,30
6335,0,1,1,32
6337,0,1,1,87
6339,0,0,1,103
6340,1,6,1,49
6341,0,0,1,87
6342,0,1,1,95
6349,0,1,1,103
6351,0,0,2,76
6354,0,0,1,81
6363,0,0,1,97
6364,0,0,3,38
6365,0,1,1,52
6369,1,0,2,99
6375,0,0,1,99
6376,0,5,1,67
6379,0,1,1,11
6384,0,7,2,104
6385,0,3,1,68
6387,0,0,1,32
6389,0,0,2,3
6396,0,2,1,73
6397,0,3,1,64
6400,0,3,1,81
6402,0,6,1,104
6403,0,0,1,18
6404,0,1,3,104
6405,0,3,1,31
6407,0,0,1,80
6410,0,1,1,27
6412,0,4,1,5
6420,0,2,1,101
6421,0,0,1,74
6424,0,3,1,42
6433,0,0,1,47
6437,0,1,1,99
6438,0,4,1,104
6442,0,0,2,82
6443,0,3,1,6
6444,0,1,1,95
6445,0,0,1,57
6447,0,2,1,7
6448,0,0,1,99
6450,0,5,1,104
6462,0,2,1,103
6463,0,0,1,104
6469,0,7,1,6
6473,0,2,2,64
6474,0,2,1,32
6477,0,3,1,5
6478,0,0,2,104
6482,0,7,1,41
6483,0,0,1,39
6486,0,1,1,14
6487,0,1,2,104
6488,0,0,1,101
6491,0,0,2,31
6495,0,1,1,28
6496,0,0,1,63
6497,0,0,1,65
6498,0,1,2,10
6499,0,2,3,67
6501,0,2,1,82
6502,0,4,3,71
6504,0,3,1,104
6505,0,0,1,83
6510,0,2,1,22
6511,1,2,1,5
6513,0,6,1,104
6520,0,1,1,55
6527,0,2,1,24
6528,0,2,1,64
6529,0,1,1,27
6532,0,1,1,104
6533,0,5,1,8
6537,0,7,2,80
6538,0,4,1,103
6539,0,6,1,24
6540,0,4,1,31
6541,0,2,2,36
6545,0,5,1,28
6546,0,1,4,104
6547,0,1,1,71
6548,0,5,1,104
6549,0,2,1,87
6554,0,1,4,104
6555,0,0,1,95
6557,0,5,1,89
6558,0,2,3,48
6559,0,0,1,60
6560,0,0,1,100
6561,0,0,1,12
6562,0,3,1,35
6564,0,2,2,104
6567,0,0,1,87
6568,0,0,1,64
6575,0,4,1,99
6579,0,0,1,38
6582,0,0,2,103
